file_name,state,inference_transcript,transcript,reviewed_transcript,url,created_at,submitted_at,reviewed_at,audio_duration,original_id
STT_GR_0039_0031_108174_to_109601,accepted,འཕགས་པའི་དེ་འཛིན་ཟེར།,འཕགས་པའི་དགེ་འདུན་བརྫས་རེད་,འཕགས་པའི་དགེ་འདུན་བརྫས།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0039_0031_108174_to_109601.wav,2025-08-05 17:54:47.135,2025-08-05 18:57:17.805,2025-10-25 05:24:29.280,1.427,STT_GR_0039
STT_GR_0039_0018_59448_to_61757,accepted,སྐྱེ་བ་ནས་སྐྱེ་བ་ཚེ་རམས་ནས་ཚེ་རབས་ན་དེ་ནས།,སྐྱེ་བ་ནས་སྐྱེ་བ་ཚེ་རབས་ནས་ཚེ་རབས་ལ་དེ་ནས།,སྐྱེ་བ་ནས་སྐྱེ་བ་ཚེ་རབས་ནས་ཚེ་རབས་ལ་དེ་ནས།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0039_0018_59448_to_61757.wav,2025-08-05 17:54:47.135,2025-08-05 18:51:27.297,2025-10-24 19:52:44.300,2.309,STT_GR_0039
STT_GR_0039_0029_99023_to_101519,transcribing,དོབ་གྲོ་རེད་ནང་བྱམས་བརྩེ་མེད་པའི་དགོས་གྱི་ཡོད,ཐེངས་མ་རེ་རེ་ལ་བྱམས་བརྩེ་མེད་པར་གཏོང་གི་ཡོད་རེད་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0039_0029_99023_to_101519.wav,2025-08-05 17:54:47.135,2025-08-05 18:56:28.012,2025-10-24 19:59:42.627,2.496,STT_GR_0039
STT_GR_0040_0013_157920_to_160331,accepted,འདི་ནིས་ྲ་རྒྱལ་ཁ་ལ་བཞུག་པ་འཛམ་བུ་གླིང་གི་དེ་ནེད་,དེ་ནས་དྲ་རྒྱ་ཁག་ལ་བཞུགས་པ་འཛམ་བུ་གླིང་གི་དེ་ནས་,དེ་རིང་དྲ་རྒྱ་ཁག་ལ་ཞུགས་པ་འཛམ་བུ་གླིང་གི་དེ་ནས་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0040_0013_157920_to_160331.wav,2025-08-05 17:54:47.135,2025-08-05 19:01:55.336,2025-10-25 05:29:35.766,2.411,STT_GR_0040
STT_GR_0047_0103_1204864_to_1206392,accepted,ཨེ། དེ་ནས་དེ་ལ་,ཨེ། དེ་ནས་དེ་ལ་,ཨེ། དེ་ནས་དེ་ལ་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0047_0103_1204864_to_1206392.wav,2025-08-05 17:54:47.135,2025-08-09 07:21:35.137,2025-10-25 06:09:38.645,1.528,STT_GR_0047
STT_GR_0047_0106_1225509_to_1226731,accepted,ཨེ་དེ་ནས་དེ་ཡིན་ན།,ཨེ་དེ་ནས་དེ་ལ་,ཨེ་དེ་ནས་དེ་ལ་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0047_0106_1225509_to_1226731.wav,2025-08-05 17:54:47.135,2025-08-09 07:22:51.582,2025-10-25 06:11:15.162,1.222,STT_GR_0047
STT_GR_0051_1422_6147597_to_6149210,accepted,གང་ཤོབ་བྱེས་ཡ་དེ་ནས་འདི།,གང་ཤུགས་ཆེ་བ་དེ་ནས་དེས་,གང་ཤུགས་ཆེ་བ་དེ་ནས་དེས་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0051_1422_6147597_to_6149210.wav,2025-08-05 17:54:47.135,2025-08-11 18:22:20.655,2025-10-28 06:17:39.066,1.613,STT_GR_0051
STT_GR_0051_1498_6577495_to_6579108,accepted,རང་གི་སེམས་ཀྱི་གནས་ལུགས་དེ།,རང་གི་སེམས་ཀྱི་གནས་ལུགས་དེ།,རང་གི་སེམས་ཀྱི་གནས་ལུགས་དེ།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0051_1498_6577495_to_6579108.wav,2025-08-05 17:54:47.135,2025-08-11 18:25:57.460,2025-10-28 06:23:02.367,1.613,STT_GR_0051
STT_GR_0051_1501_6590178_to_6591264,accepted,རང་ངོ་རང་གི་ཞེས་པ་རེད།,རང་ངོ་རང་གི་ཤེས་པ་རེད།,རང་ངོ་རང་གི་ཤེས་པ་རེད།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0051_1501_6590178_to_6591264.wav,2025-08-05 17:54:47.135,2025-08-11 18:26:48.158,2025-10-28 06:23:53.838,1.086,STT_GR_0051
STT_GR_0050_0581_3410704_to_3412758,accepted,དེ་བས་ན་དེ་ནས་ལྷ་དང་མ་གཉིས་དམ་ཚིག་,དེ་བས་ན་དེ་ནས་ལྷ་དང་མི་གཉིས་དམ་ཚིག་,དེ་བས་ན་དེ་ནས་ལྷ་དང་མི་གཉིས་དམ་ཚིག་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0050_0581_3410704_to_3412758.wav,2025-08-05 17:54:47.135,2025-08-10 16:41:52.722,2025-10-26 06:09:45.707,2.054,STT_GR_0050
STT_GR_0050_0960_5231926_to_5233726,accepted,འདི། འདིའི་ནང་ལ་དེ་ནས་ཡ་།,འདི། འདིའི་ནང་ལ་དེ་ནས་ཡར་,འདི། འདིའི་ནང་ལ་དེ་ནས་ཡར་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0050_0960_5231926_to_5233726.wav,2025-08-05 17:54:47.135,2025-08-10 18:08:37.240,2025-10-26 07:09:34.720,1.8,STT_GR_0050
STT_GR_0050_0968_5286511_to_5287512,accepted,བདེ་བ་བྱེ་ཡོང་ན།,བདེ་བ་སྐྱེས་ཡོང་ན་,བདེ་བ་སྐྱེས་ཡོང་ན་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0050_0968_5286511_to_5287512.wav,2025-08-05 17:54:47.135,2025-08-10 18:14:07.713,2025-10-26 07:30:43.186,1.001,STT_GR_0050
STT_GR_0050_0969_5288480_to_5289991,accepted,ཡང་ཡང་བསྐྱར་ཨེ་འདྲའ་བཤས་ནས།,ཡང་ཡང་བསྐྱར་ཨེ་འདྲ་བྱས་ནས་,ཡང་ཡང་བསྐྱར་ཨེ་འདྲའི་བྱེད་ནས་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0050_0969_5288480_to_5289991.wav,2025-08-05 17:54:47.135,2025-08-10 18:14:14.655,2025-10-26 07:30:54.986,1.511,STT_GR_0050
STT_GR_0052_0476_2303421_to_2304507,accepted,དོན་ལ་དེ་ནེས་དེ་ལྟ་,དོན་ལ་དེ་ནས་ད་ལྟ་,དོན་ལ་དེ་ནས་ད་ལྟ་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0052_0476_2303421_to_2304507.wav,2025-08-05 17:54:47.135,2025-08-12 06:05:31.762,2025-10-29 07:13:01.617,1.086,STT_GR_0052
STT_GR_0052_0462_2242079_to_2243896,transcribing,ཨེ་དེ་ནས་ཨམམ,དེ་ནས་ཨེ་འོ་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0052_0462_2242079_to_2243896.wav,2025-08-05 17:54:47.135,2025-08-11 21:15:25.137,2025-10-29 07:06:19.586,1.817,STT_GR_0052
STT_GR_0051_1357_5839074_to_5840280,accepted,ཕྱགས་སྡང་གི་རྟོག་པ་བྱེས།,ཆགས་སྡང་གི་རྟོག་པ་སྐྱེ་ཟེར་,ཆགས་སྡང་རྟོག་པ་སྐྱེ་ཟེར།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0051_1357_5839074_to_5840280.wav,2025-08-05 17:54:47.135,2025-08-11 18:14:02.196,2025-10-28 06:08:39.362,1.206,STT_GR_0051
STT_GR_0051_1407_6083353_to_6085560,accepted,གཤལ་བའི་ད་ྒྲ་ཉིད་ཆགས་སྡང་།ཡ།,སྐྱེ་བ་ཡི་དགྲ་གཉེན་ཆགས་སྡང་ཡ་,སྐྱེ་བ་ཡི་ད་དགྲ་གཉེན་ཆགས་སྡང་། ཡ།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0051_1407_6083353_to_6085560.wav,2025-08-05 17:54:47.135,2025-08-11 18:17:48.943,2025-10-28 06:13:05.398,2.207,STT_GR_0051
STT_GR_0051_1412_6109006_to_6111230,accepted,ཨོ། ད་ྟི་འགྲུག་ཁག་པོ་ཡོད་རེད།བསང་ན་ང་,ཨོ་ད་དེ་འགྲུབ་ཁག་པོ་ཡོད་རེད་བསམ་ནས་,ཨོ། ད་དེ་འགྲུབ་ཁག་པོ་ཡོད་རེད་བསམས་ནས་ཀྱང་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0051_1412_6109006_to_6111230.wav,2025-08-05 17:54:47.135,2025-08-11 18:19:22.037,2025-10-28 06:14:45.658,2.224,STT_GR_0051
STT_GR_0051_1511_6640144_to_6641774,accepted,དཀོན་གྱི་ཐུག་པ་ནང་བཞིན་་གསུང,ཀུན་གྱིས་རིག་པ་རང་ཤེས་ཤོག་གསུངས་ནས་,ཀུན་གྱིས་རིག་པ་རང་ཤེས་ཤོག་གསུངས།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0051_1511_6640144_to_6641774.wav,2025-08-05 17:54:47.135,2025-08-11 18:30:06.235,2025-10-28 06:31:57.176,1.63,STT_GR_0051
STT_GR_0051_1579_6898769_to_6899770,accepted,དི་འ་ང་ཟེ་ནས།,དེའི་ངང་དེ་ནས་,དེའི་ངང་དེ་ནས་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0051_1579_6898769_to_6899770.wav,2025-08-05 17:54:47.135,2025-08-11 19:59:34.081,2025-10-28 07:07:08.077,1.001,STT_GR_0051
STT_GR_0052_0159_811315_to_812860,accepted,དེདི་སེམས་མ་གཎེང་པ་དེ་གཙོ་བོད་རེད།,དེ་སེམས་མ་གཡེང་པ་དེ་གཙོ་བོ་རེད། ,དེའི་སེམས་མ་གཡེང་པ་དེ་གཙོ་བོ་རེད། ,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0052_0159_811315_to_812860.wav,2025-08-05 17:54:47.135,2025-08-11 20:08:06.104,2025-10-28 07:12:00.488,1.545,STT_GR_0052
STT_GR_0052_0170_843013_to_844813,accepted,ཤེས་མཁན་གྱི་ཤེས་པ་དང་།,ཤེས་མཁན་གྱི་ཤེས་པ་དང་།,དེ་ནས་ཤེས་མཁན་གྱི་ཤེས་པ་དང་།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0052_0170_843013_to_844813.wav,2025-08-05 17:54:47.135,2025-08-11 20:12:29.404,2025-10-28 07:15:21.691,1.8,STT_GR_0052
STT_GR_0052_0457_2220653_to_2221740,accepted,ཇིནཚུང་་ད་དེ་ལྟ་,རྗེས་ཕྱོགས་ལ་ད་ད་ལྟ་,རྗེས་ཕྱོགས་ལ་ད་ད་ལྟ་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0052_0457_2220653_to_2221740.wav,2025-08-05 17:54:47.135,2025-08-11 21:13:59.910,2025-10-29 07:03:20.791,1.087,STT_GR_0052
STT_GR_0052_0526_2477971_to_2479787,accepted,ལུས་དང་ཕུང་པོ་དེ། ཨེ,ལུས་དུ་མའི་ཕུང་པོ་དེ་,ལུས་སྡུག་བསྔལ་ཕུང་པོ་དེ་ཨེ།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0052_0526_2477971_to_2479787.wav,2025-08-05 17:54:47.135,2025-08-12 06:11:48.340,2025-10-29 07:22:09.529,1.816,STT_GR_0052
STT_GR_0052_0844_4069804_to_4071604,transcribing,ཨེ། སེམས་ཕ་རར་རང་བཞིན་ལ་གཅིག་རྐྱང,ཨེ། སེམས་ཁོ་རང་རང་བཞིན་ལ་གཅིག་ཀྱང་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0052_0844_4069804_to_4071604.wav,2025-08-05 17:54:47.135,2025-08-12 06:16:01.025,2025-10-29 07:27:19.491,1.8,STT_GR_0052
STT_GR_0052_0880_4182011_to_4183896,accepted,གཅིག་པ་ཡིན་ན་ད་འདུ་ལྟ་མ་ཟེ་ནས།,གཅིག་པ་ཡིན་འདི་ལྟ་བུ་དེ་ནས་,གཅིག་པ་ཡིན་ན་ད་འདི་ལྟ་བུ་དེ་ནས་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0052_0880_4182011_to_4183896.wav,2025-08-05 17:54:47.135,2025-08-12 06:26:14.126,2025-10-30 06:07:25.249,1.885,STT_GR_0052
STT_GR_0052_0904_4247512_to_4249346,accepted,རིགས་པོ་ཧཱུྃ་ཞིས་ཡོད། དྐང་དི་ལས་དེ་ནས།,རང་ངོ་ལ་ཧཱུྃ་ཧཱུྃ་ཞེས་པའི་སྐབས་དེ་ནས་དེ་ནས་,རང་ངོ་ཧཱུཾ་ཧཱུཾ་ཞེས་པའི་སྐབས་དེ་ནས་དེ་ནས་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0052_0904_4247512_to_4249346.wav,2025-08-05 17:54:47.135,2025-08-12 06:34:47.328,2025-10-30 06:16:02.769,1.834,STT_GR_0052
STT_GR_0052_0989_4798989_to_4801994,accepted,སྡུག་བསྔལ་ལ་ལམ་སུ་བཏངས་ནས་དེ་ནས་ དམིགས་པ་མེད་པའི་སྙིང་རྗེ་ལས,སྡུག་བསྔལ་ལ་ལམ་དུ་བཏང་ནས་དམིགས་པ་མེད་པའི་སྙིང་རྗེ་དེ་,སྡུག་བསྔལ་ལ་ལམ་སེ་བཏང་ནས་དེ་ནས། དམིགས་པ་མེད་པའི་སྙིང་རྗེ་དེ་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0052_0989_4798989_to_4801994.wav,2025-08-05 17:54:47.135,2025-08-12 06:39:48.327,2025-10-30 06:22:01.722,3.005,STT_GR_0052
STT_GR_0034_0445_1179376_to_1180431,accepted,དེ་ཕར་རྒྱུད་ན།  ,ཨེ་དད་པ་སྐྱེ་ན་,ཨེ་དད་པ་སྐྱེས་ན་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0445_1179376_to_1180431.wav,2025-06-20 16:42:28.134,2025-07-23 19:36:54.265,2025-10-20 06:15:19.927,1.055,STT_GR_0034
STT_GR_0122_0597_4137257_to_4140565,submitted,ད་སེམས་དེ་གཞན་གྱི་ཁྱད་པ་རེད་ཟེར། ཅན་གྱི་ྱད་པ་རེད་ད།,ད་སེམས་དེ་རྐྱེན་གྱི་ཁྱད་པར་རེད་ཟེར། རྐྱེན་གྱི་ཁྱད་པར་ཡིན་ན་ད་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0122_0597_4137257_to_4140565.wav,2025-08-13 17:20:19.435,2025-08-20 10:13:07.851,,3.308,STT_GR_0122
STT_GR_0122_0577_4006611_to_4011134,submitted,ཨ། ངོ་བ་སྤྱོན་བ་དབྱེར་མེད་འདྲི་ཟེས། སྒོམ་རྒྱག་པའི་སྐབས་ལས་དེ་ནས་ཨེ།,ངོ་བོ་སྐྱོན་མེད་དབྱེར་མེད་འདྲེས་ཟེར་སྒོམ་བརྒྱག་པའི་སྐབས་ནས་དེ་ནས་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0122_0577_4006611_to_4011134.wav,2025-08-13 17:20:19.435,2025-08-20 10:07:25.690,,4.523,STT_GR_0122
STT_GR_0034_0469_1238384_to_1239344,accepted,ཨེ། དེ་རིང།  ,ཨེ་དེ་ནས་,ཨེ་དེ་ནས་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0469_1238384_to_1239344.wav,2025-06-20 16:42:28.134,2025-07-23 19:41:42.110,2025-10-20 06:19:12.666,0.96,STT_GR_0034
STT_GR_0034_0462_1227856_to_1228464,accepted,དས་བཅིག་ཡོད་རེད།  ,དེ་བྱེད་ཡ་རེད,དེ་བྱེད་ཡ་རེད།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0462_1227856_to_1228464.wav,2025-06-20 16:42:28.134,2025-07-23 19:40:21.797,2025-10-20 06:18:12.670,0.608,STT_GR_0034
STT_GR_0034_0467_1233360_to_1234896,accepted,ཨེ། ཀ་པ་ཐོ་མ་ལི་དེ་ལེ།  ,ཨེ་བསྐལ་པ་དུ་མ་ལ་དེ་ནས་,ཨེ་བསྐལ་པ་ཐོག་མ་ལ་དེ་ནས་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0467_1233360_to_1234896.wav,2025-06-20 16:42:28.134,2025-07-23 19:41:10.364,2025-10-20 06:18:51.077,1.536,STT_GR_0034
STT_GR_0034_0492_1282072_to_1283288,accepted,ཆི་ང་འགྲོབོ་ཆགས།  ,ཁྱེད་རང་ང་འདྲ་བོ་ཆགས་,ཁྱེད་རང་ང་འདྲ་བོ་ཆགས་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0492_1282072_to_1283288.wav,2025-06-20 16:42:28.134,2025-07-23 19:47:39.056,2025-10-20 06:24:04.493,1.216,STT_GR_0034
STT_GR_0034_0489_1277687_to_1279063,accepted,ཚེབས་རྐྱིན་ལ་ཕིན་དགོ་དེ་ལ།  ,སེམས་ཅན་ལ་ཕན་དགོས་བརྫས་རེད་,སེམས་ཅན་ལ་ཕན་དགོས་བརྫས་ལེ།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0489_1277687_to_1279063.wav,2025-06-20 16:42:28.134,2025-07-23 19:47:14.550,2025-10-20 06:23:45.607,1.376,STT_GR_0034
STT_GR_0034_0502_1303896_to_1304919,accepted,གནས་སྐབས་ཕིན་པ།  ,གནས་སྐབས་ཕན་པ་,གནས་སྐབས་ཕན་པ་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0502_1303896_to_1304919.wav,2025-06-20 16:42:28.134,2025-07-23 19:49:36.057,2025-10-20 06:25:42.293,1.023,STT_GR_0034
STT_GR_0034_0507_1313464_to_1316055,accepted,གནས་སྐབས་བིམ་པ་དང་མཐར་ཐོབ་སདེ་བ་གསུང།  ,གནས་སྐབས་ཕན་པ་དང་མཐར་ཐུག་བདེ་བ་གསུངས་,གནས་སྐབས་ཕན་པ་དང་མཐར་ཐུག་བདེ་བ་གསུངས་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0507_1313464_to_1316055.wav,2025-06-20 16:42:28.134,2025-07-23 19:50:37.974,2025-10-20 06:26:23.348,2.591,STT_GR_0034
STT_GR_0034_0512_1329336_to_1330264,accepted,ཨེ། ཆུ་ལ།  ,ཨེ་ཆོས་ལ་,ཨེ་ཆོས་ལ་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0512_1329336_to_1330264.wav,2025-06-20 16:42:28.134,2025-07-23 19:51:36.739,2025-10-20 06:27:47.036,0.928,STT_GR_0034
STT_GR_0034_0514_1335000_to_1336439,accepted,དབྱིད་ཡོ་འག་དེག་ལ་གང་རེད།  ,གཉིས་ཡོད་པ་དེ་ལ་གང་རེད་,གཉིས་ཡོད་པ་དེ་ལ་གང་རེད།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0514_1335000_to_1336439.wav,2025-06-20 16:42:28.134,2025-07-23 19:52:07.165,2025-10-20 06:28:25.819,1.439,STT_GR_0034
STT_GR_0034_0501_1302072_to_1303512,accepted,དེ་ལི་དེ་མིི་དེ་ལ་དེ་ལི།  ,དེ་ནས་དེ་མི་ཡི་དེ་ལ་དེ་ནས་,དེ་ནས་དེ་མི་ཡི་དེ་ལ་དེ་ནས་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0501_1302072_to_1303512.wav,2025-06-20 16:42:28.134,2025-07-23 19:49:30.978,2025-10-20 06:25:38.823,1.44,STT_GR_0034
STT_GR_0034_0551_1451688_to_1452456,accepted,འདི་ལ་བརྟེན་ནས།  ,འདི་ལ་བརྟེན་ནས།  ,འདི་ལ་བརྟེན་ནས།  ,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0551_1451688_to_1452456.wav,2025-06-20 16:42:28.134,2025-07-23 19:57:08.243,2025-10-20 06:33:01.004,0.768,STT_GR_0034
STT_GR_0034_0552_1452520_to_1453288,accepted,དེ་ནས་དང་པོ།  ,དེ་ནས་དང་པོ།  ,དེ་ནས་དང་པོ།  ,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0552_1452520_to_1453288.wav,2025-06-20 16:42:28.134,2025-07-23 19:57:10.419,2025-10-20 06:33:04.463,0.768,STT_GR_0034
STT_GR_0034_0603_1577164_to_1578028,accepted,ཨེ་དེ་རིང་འདི།  ,ཨེ་དེ་རིང་འདི།  ,ཨེ་དེ་རིང་འདི།  ,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0603_1577164_to_1578028.wav,2025-06-20 16:42:28.134,2025-07-23 20:17:22.703,2025-10-20 06:40:33.184,0.864,STT_GR_0034
STT_GR_0034_0605_1581324_to_1582028,accepted,ཨེ།  ,ཨེ།  ,ཨེ།  ,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0605_1581324_to_1582028.wav,2025-06-20 16:42:28.134,2025-07-23 20:17:47.931,2025-10-20 06:40:48.356,0.704,STT_GR_0034
STT_GR_0034_0615_1612296_to_1613384,accepted,རྒྱལ་པོ་སངས་རྒྱས་རེད།  ,རྒྱལ་པོ་སངས་རྒྱས་རེད།  ,རྒྱལ་པོ་སངས་རྒྱས་རེད།  ,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0615_1612296_to_1613384.wav,2025-06-20 16:42:28.134,2025-07-23 20:20:03.267,2025-10-20 06:42:23.566,1.088,STT_GR_0034
STT_GR_0034_0437_1152976_to_1154672,accepted,དེ་ནས་རདེ་ལ་སེ་བའི་ལུང་ངག་གི་དེ་རིང་།  ,དེ་ནས་དེ་ལ་དེ་ལ་ལུས་ངག་གི་དེ་ནས་,དེ་ནས་དེ་ལ་དེ་ལ་ལུས་ངག་གི་དེ་ནས་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0437_1152976_to_1154672.wav,2025-06-20 16:42:28.134,2025-07-23 19:34:23.244,2025-10-20 06:12:18.192,1.696,STT_GR_0034
STT_GR_0034_0599_1570668_to_1571820,accepted,ཡི་ལ་ངས་ད་ཏག་ ,ཡིན་ཡང་ངས་ད་ལྟ་,ཡིན་ཡང་ངས་ད་ལྟ་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0599_1570668_to_1571820.wav,2025-06-20 16:42:28.134,2025-07-23 20:16:12.003,2025-10-20 06:39:49.907,1.152,STT_GR_0034
STT_GR_0034_0655_1704008_to_1705351,accepted,དེ་མངོན་སོག་བ་ལ་སྤེལ་ཡ་ཚེན་སྟོབས།  ,དེ་ང་ཚོ་དཔེ་བའི་སེམས་སྤོབས་,དེ་ང་ཚོ་ལ་དཔེར་ན། སེམས་སྟོབས་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0655_1704008_to_1705351.wav,2025-06-20 16:42:28.134,2025-07-24 20:24:48.732,2025-10-20 06:48:22.505,1.343,STT_GR_0034
STT_GR_0034_0614_1610728_to_1611944,accepted,རྒྱལ་པོ་ཆོ་རེ།  ,རྒྱལ་པོ་སུ་རེད་,རྒྱལ་པོ་སུ་རེད་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0614_1610728_to_1611944.wav,2025-06-20 16:42:28.134,2025-07-23 20:20:00.508,2025-10-20 06:42:20.163,1.216,STT_GR_0034
STT_GR_0034_0616_1614248_to_1615816,accepted,རྒྱ་པོ་དེར་ཡོང་དུས་ག་རེ་རེད།  ,རྒྱལ་པོ་དེའི་ཡོན་ཏན་ག་རེ་རེད,རྒྱལ་པོ་དེའི་ཡོན་ཏན་ག་རེ་རེད།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0616_1614248_to_1615816.wav,2025-06-20 16:42:28.134,2025-07-23 20:20:19.079,2025-10-20 06:42:39.189,1.568,STT_GR_0034
STT_GR_0052_0988_4794864_to_4798616,accepted,ཡམ་ཟེ་སྙིང་རྗེ་དེ། མང་པའི་ན་ལ་ྱོང་རིམ་དྲན་རྱར་ན་འགྲོ་བ་རིགས་དྲུག,ཡམ་སེ་སྙིང་རྗེ་དམིགས་མེད་སྙིང་རྗེ་ཕྱོགས་ལྷུང་བྲལ་བརྫས་དུས་འགྲོ་བ་རིགས་དྲུག་,ལམ་སེ་སྙིང་རྗེ་དེ། དམིགས་མེད་སྙིང་རྗེ་ཕྱོགས་ལྷུང་བྲལ་བརྫས་དུས་འགྲོ་བ་རིགས་དྲུག་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0052_0988_4794864_to_4798616.wav,2025-08-05 17:54:47.135,2025-08-12 06:39:28.714,2025-10-30 06:21:22.701,3.752,STT_GR_0052
STT_GR_0053_0012_230110_to_233353,accepted,རེ་ི་སཤེས་རང་འཨ་ལདེ་རེ།,ཞི་གནས་བསྐྱེད་བྱེད་བསྐྱེད་རིམ་ལ་སོགས་པ་འདི་དག་ཐམས་ཅད་ཞི་གནས་བསྐྱེད་ཡ་ལ་,ཞི་གནས་བསྐྱེད་བྱེད་བསྐྱེད་རིམ་ལ་སོགས་པ་འདི་དག་ཐམས་ཅད་ཞི་གནས་བསྐྱེད་བྱེད་ལ་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0053_0012_230110_to_233353.wav,2025-08-05 17:54:47.135,2025-08-28 19:04:20.251,2025-10-30 06:29:02.077,3.243,STT_GR_0053
STT_GR_0034_2336_6322916_to_6323812,accepted,དེར་རདེ་ལ་དེ་རེ།  ,དེ་ལ་རྟེན་ནས་དེ་ནས་,དེ་རེས་དེ་ལ་བརྟེན་ནས་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_2336_6322916_to_6323812.wav,2025-06-20 16:42:28.134,2025-07-26 15:10:21.067,2025-10-21 05:42:42.224,0.896,STT_GR_0034
STT_GR_0034_0472_1241616_to_1242128,accepted,ཆེ་བོས་ ,ཁྱེའུ་,ཁྱེའུ་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0472_1241616_to_1242128.wav,2025-06-20 16:42:28.134,2025-07-23 19:42:15.692,2025-10-20 06:19:24.052,0.512,STT_GR_0034
STT_GR_0034_0473_1243024_to_1244464,accepted,རབ་བདེ་དབུར་པོག་གིས་ ,སྟབས་བདེ་དབུལ་པ་ཡིས,སྟབས་བདེ་དབུལ་པོ་ཡིས་,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0473_1243024_to_1244464.wav,2025-06-20 16:42:28.134,2025-07-23 19:42:52.425,2025-10-20 06:20:04.711,1.44,STT_GR_0034
STT_GR_0034_0474_1244624_to_1245520,accepted,ག་རེ་བོ་རེད།  ,དེ་བུ་རེད,དེ་རེས་བུ་རེད།,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_0474_1244624_to_1245520.wav,2025-06-20 16:42:28.134,2025-07-23 19:42:59.015,2025-10-20 06:20:22.527,0.896,STT_GR_0034
